Ref-ID,Acc-ID,Name,Budget y,Realized,Budget y+1,Region,Year,Slack
HRM2_ER0039,39,Interne Verrechungen,302617.44726,317051.244,322199.451,BS,2020,-14433.79674000002
HRM2_neu_ER0040,40,Fiskalertrag,2697140,2907434.97,2812640.0,BS,2020,-210294.9700000002
HRM2_ER0041,41,Regalien und Konzessionen,40479.5,85514.545,59974.5,BS,2020,-45035.045
HRM2_ER0042,42,Entgelte,368385.75743,352594.764,361874.477,BS,2020,15790.993429999973
HRM2_neu_ER0043,43,Verschiedene Erträge,31003.277,28508.994,33493.596,BS,2020,2494.2829999999994
HRM2_neu_ER0045,45,Entnahmen aus Fonds und Spezialfinanzierungen,0,0.0,0.0,BS,2020,0
HRM2_ER0046,46,Transferertrag,676643.70887,752130.214,711319.167,BS,2020,-75486.50513000006
HRM2_ER0047,47,Durchlaufende Beiträge,0,0.0,0.0,BS,2020,0
HRM2_ER0049,49,Interne Verrechnungen,302617.44726,317051.244,322199.451,BS,2020,-14433.79674000002
HRM2_neu_ER0034,34,Finanzaufwand,81568.308,238313.819,92666.963,BS,2020,-156745.511
HRM2_neu_ER0044,44,Finanzertrag,304481.649,1161933.157,324078.961,BS,2020,-857451.5079999999
HRM2_neu_ER0038,38,Ausserordentlicher Aufwand,0,0.0,0.0,BS,2020,0
HRM2_neu_ER0048,48,Ausserordentlicher Ertrag,0,0.0,0.0,BS,2020,0
HRM2_IR0050,50,Sachanlagen,348453.78875,266011.049,355145.103,BS,2020,82442.73975000001
HRM2_IR0051,51,Investitionen auf Rechnung Dritter,0,173.069,0.0,BS,2020,0
HRM2_IR0052,52,Immaterielle Anlagen,1117,17548.089,220.0,BS,2020,-16431.089
HRM2_IR0054,54,Darlehen,23435.211,16223.38,95710.0,BS,2020,7211.831
HRM2_IR0055,55,Beteiligungen und Grundkapitalien,0,1400.0,1000.0,BS,2020,0
HRM2_IR0056,56,Eigene Investitionsbeiträge,0,10363.613,0.0,BS,2020,0
HRM2_IR0057,57,Durchlaufende Investitionsbeiträge,0,0.0,0.0,BS,2020,0
HRM2_neu_IR0058,58,Ausserordentliche Investitionen,0,0.0,0.0,BS,2020,0
HRM2_IR0060,60,Übertragung von Sachanlagen in das FV,597.919,1778.263,3470.313,BS,2020,-1180.344
HRM2_IR0061,61,Rückerstattungen Dritter für Investitionen,0,173.069,0.0,BS,2020,0
HRM2_IR0062,62,Abgang immaterielle Anlagen,0,0.0,0.0,BS,2020,0
HRM2_IR0063,63,Investitionsbeiträge für eigene Rechnung,2005,13006.011,1015.75,BS,2020,-11001.011
HRM2_IR0064,64,Rückzahlung von Darlehen,17858.32,12509.374,17478.32,BS,2020,5348.946
HRM2_IR0065,65,Übertragung von Beteiligungen,0,0.0,0.0,BS,2020,0
HRM2_IR0066,66,Rückzahlung eigener Investitionsbeiträge,0,0.0,0.0,BS,2020,0
HRM2_IR0067,67,Durchlaufende Investitionsbeiträge,0,0.0,0.0,BS,2020,0
HRM2_neu_IR0068,68,Ausserordentliche Investitionseinnahmen,0,0.0,0.0,BS,2020,0
HRM2_BI0010,10,Finanzvermögen,0,7490263.60007,0.0,BS,2020,0
